M1,53.0,70.0,31
M1,70.0,98.0,32
M1,96.0,113.0,33
M2,16.0,31.0,21
M2,43.0,70.0,22
M2,83.0,98.0,23
M3,0.0,16.0,11
M3,16.0,43.0,12
M3,44.0,60.0,13
